,Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,state
1532,4/15/2015,1,F,N,,B,M,42,,,2,L;W,M;M,Houston Police Department,HPD officers conducted a traffic stop but the suspect fled in his vehicle as the officers were attempting to identify him. The suspect came to a stop after striking two other vehicles. The suspect refused to comply with the officers and was shot when his actions led the officers to believe that he was reaching for a weapon.,Houston,TX
1533,4/17/2015,1,N,N,,L,F,29,,,1,L,M,Houston Police Department,"Officer arrived at the scene and found two groups of females involved in a disturbance. As he was attempting to gain control of the scene, a pit-bull charged at him. The officer shot the dog but in the process, the dog's owner was accidently hit in the leg by one of the fired bullets.",Houston,TX
1534,4/28/2015,1,N,Y,No hits. Officer off-duty.,B,M,U,,,1,L,M,Houston Police Department,Officer was monitoring his surveillance cameras when he saw an unknown male approach his front door. There had been muliple break-ins in the area so the officer was on alert when he saw the male approach. The officer ran after the suspect and confronted him in a nearby field. The suspect pointed a firearm at the officer so the officer shot at the suspect. The suspect fled but was not found.,Houston,TX
1535,6/3/2015,1,F,N,Victim armed with knife.,L,M,33,,,2,W;W,M;M,Houston Police Department,Officers were involved in a pursuit which ended with a barricaded suspect in a vehicle and a K-9 was deployed. The suspect got out of the vehicle with a large knife and was shot by 2 Officers. The suspect was pronounced dead at the scene.,Houston,TX
1536,7/22/2015,1,N,Y,Officer off-duty.,L,M,23,,,1,W,M,Houston Police Department,"Officers working an extra job observed 3 males walking and one was holding a pistol in plain view. Officers identified themselves and the suspects turned toward the officers. The suspect holding the pistol, raised it and pointed it at the officers. One of the officers discharged his firearm and struck the suspect.",Houston,TX
1537,7/28/2015,1,N,Y,No hits.,B,M,24,,,2,W;B,M;M,Houston Police Department,SWAT was called to a residence where an evading suspect was hiding in the attic. The suspect shot several times at the officers who returned fire at the suspect. No one was injured during the shooting. The suspect later surrendered to officers and was taken into custody without any injuries.,Houston,TX
1538,8/2/2015,1,F,N,Victim armed with vehicle.,W,M,63,,,2,W;L,M;M,Houston Police Department,"While evading arrest, the suspect intentionally rammed police vehicles and attempted to hit officers with his pick-up truck. Two officers deployed their weapons at the suspect striking the suspect approximately 2 times. The driver was able to ram his way past the blocking patrol vehicles before striking the center esplanade and then the curb on the opposite side of the 6 lane roadway. After the suspect's vehicle came to a stop on the grass, officers pulled the suspect from the vehicle and administer first-aid until HFD Ambulance Medic #10 arrived. The suspect was transported to Southwest Memorial Hospital where he was later pronounced deceased hours.",Houston,TX
1539,8/17/2015,1,F,Y,,B,M,35,,,1,L,M,Houston Police Department,"An HPD Officer responded to the shooting in progress call. The officer approached the suspect and asked to search him. The suspect pulled up his shirt and began pulling a pistol from his waistband. The officer struggled over the weapon, pulled his own pistol, and shot the suspect. The suspect died at the scene.",Houston,TX
1540,8/27/2015,1,N,N,"Victim armed with ""Physical Force."" Named Alan Pean.",B,M,26,,,1,L,M,Houston Police Department,"Officers were called to a CIT patient in crisis. The suspect began to assault the officers at which time one officer discharged his taser at the suspect without any effects. The suspect continue to assault the officers, so the other officer discharged his firearm wounding the suspect in his abdomen. Both officers received minor injuries.",Houston,TX
1541,9/5/2015,1,N,Y,,U,M,U,,,1,W,M,Houston Police Department,"An officer was dispatched to a weapons disturbance involving a male sitting atop a vehicle and discharging a firearm. The suspect refused the officer's verbal commands and made a movement toward the officer who then discharged his firearm, striking the suspect in the abdomen.",Houston,TX
1542,9/24/2015,1,N,N,No hits. Victim armed with vehicle.,W,M,37,,,1,W,M,Houston Police Department,"While two officers ran after a suspect fleeing on foot, the suspect managed to enter their police vehicle and try to run over one of the officers. The officer in fear of his life shot multiple times at the suspect. The suspect crashed, was taken into custody, and neither the suspect nor officers were injured by a gunshot.",Houston,TX
1543,10/3/2015,1,N,Y,NO HITS,L,M,22,,,1,L,M,Houston Police Department,"A suspect refused verbal commands to come out and raised a shotgun at the officers. One HPD sergeant sought cover and discharged his duty weapon several times but missed the suspect. After SWAT deployed tear gas, the suspect surrendered and was taken into custody without further incident.",Houston,TX
1544,10/8/2015,1,N,Y,Officer off-duty. Victim was a juvenile.,U,U,U,,,1,W,M,Houston Police Department,"Off duty HPD officer noticed a vehicle following him while driving home. Once at his house, the suspect jumped out of his vehicle with a gun and the officer shot the suspect twice. Three additional suspects were arrested by responding officers while the other was transported to the hospital. The officer was uninjured.",Houston,TX
1545,10/9/2015,1,N,N,Victim armed with knife.,L,M,22,,,1,B,M,Houston Police Department,"An HPD officer located a burglary suspect at an apartment complex on the second floor. The suspect ignored the officerâ€™s commands, brandished a knife, and charged the officer. As a result, the officer opened fire on the suspect striking him twice in the torso. At this time, the suspect is in critical condition.",Houston,TX
1546,10/16/2015,1,F,Y,,W,M,27,,,1,W,M,Houston Police Department,"SWAT responded to a consumer in a mental crisis who barricaded himself into a bedroom and had access to a long-gun. The suspect exited the location with a firearm, failed to follow commands, and was shot by a SWAT officer. The suspect died at the scene and there were no other persons injures.",Houston,TX
1547,11/4/2015,1,F,Y,,B,M,56,,,1,W,M,Houston Police Department,"CRU officers stopped a vehicle and gave the driver repeated verbal commmands, which were ignored, to lower his window. The second officer also gave commands and saw the suspect pull out a pistol. Fearing for his and his partner's safety, the officer discharged his weapon and killed the suspect.",Houston,TX
1548,12/12/2015,1,N,N,,L,M,35,,,1,L,M,Houston Police Department,"HPD officers were dispatched to a burglary in progress. The burglary suspect brandished a shotgun, later determined a firearm replica, and fled the scene. The suspect was later found with a kife and unresponsive to CED devises. The suspect lunged at an officer who shot the suspect once. The suspect survived.",Houston,TX
1549,12/25/2015,1,N,N,Victim was a juvenile.,U,U,U,,,1,W,M,Houston Police Department,"While an HPD officer was chasing a suspect attempting to climb over a fence, the officer grabbed the suspect with his free hand and upon doing so the suspect fell back off the fence into the officer. The officer's weapon discharged striking the suspect in the buttocks.",Houston,TX
1550,1/26/2016,1,N,Y,NO HITS,W,F,40,,,2,W;B,M;M,Houston Police Department,"Officers initiated a stop on a possible stolen vehicle. The vehicle fled and was pursued by officers until it stopped. The suspect fled into a house, came back out, and pointed a gun at the officers. Both officers fired on the suspect who dropped the gun. No injuries were reported.",Houston,TX
1551,3/8/2016,1,N,Y,NO HITS,B,M,20,,,2,W;L,M;M,Houston Police Department,"Southeast Patrol officers responded to a Disturbance / Weapon call. Upon arrival, two HPD sergeants discharged their duty weapons at the suspect who was armed with a shotgun. The suspect was not hit. No reports of injuries.",Houston,TX
1552,3/12/2016,1,F,N,,B,M,37,,,1,B,M,Houston Police Department,The officer was attempting to detain a suspect who was damaging public property. The suspect charged at the officer at which time the officer attempted to use a conducted energy device to stop him but it had no effect. The suspect continued to charge at the officer causing the officer to have to shoot at the suspect.,Houston,TX
1553,3/20/2016,1,N,Y,,L,M,28,,,2,L;L,M;M,Houston Police Department,"The officers located the suspect of a shooting in progress call and saw that he was armed with a pistol. The officers told the suspect to drop his weapon but the suspect refused and instead, turned toward the officers and pointed his weapon at them forcing the officers to shoot.",Houston,TX
1554,4/17/2016,1,N,Y,,B,M,29,,,1,L,M,Houston Police Department,Officers responded to a person down call and arrived to find the suspect armed with a pistol. The officers gave verbal commands for the suspect to put down the weapon but the suspect ran towards the officers while pointing a gun at them forcing the officer to discharged his firearm.,Houston,TX
1555,5/20/2016,1,N,Y,,L,M,22,,,1,L,M,Houston Police Department,CRU officers working with the Robbery division officers stopped a robbery suspect. The suspect pointed a gun at the officer forcing the officer to shoot him. No officers were injured. The suspect was taken to Ben Taub and his condition is expected to survive.,Houston,TX
1556,4/28/2016,1,N,U,,B,M,42,,,1,W,M,Houston Police Department,The officer shot the suspect while on a traffic stop assisting Narcotics Division officers. The suspect had reached between his legs and came up with what the officer believed was a hand gun. The suspect crashed the car after a short chase and was transported to LBJ Hospital where he is expected to live. The officer was not injured.,Houston,TX
1557,5/24/2016,1,N,N,Victim armed with vehicle.,W,M,30,,,1,L,M,Houston Police Department,The officer was following a stolen vehicle while waiting for backup units to arrive. The driver of the vehicle lost control and crashed into a fence at which time the driver fled on foot. The passenger got into the driver's seat at which time the officer gave verbal commands for the person to get out of the vehicle. Instead the driver revved the engine and drove in reverse toward the officer causing the officer to shoot at the suspect.,Houston,TX
1558,5/27/2016,1,N,N,No hits. Victim armed with vehicle.,U,M,U,,,2,L;W,M;M,Houston Police Department,"Officers attempted to pull over a vehicle for traffic violations when suspect turned off his head lights and attempted to evade the officers. The suspect reached out from the driverâ€™s window and fired several rounds at the pursuing officers with a handgun and eventually came to an abrupt stop. Officers began a felony stop of the vehicle and the suspect reversed his car and crashed into the front of the patrol car. Officers, fearing for their lives fired multiple rounds at the suspect. The suspect sped off, abandoned the vehicle, and fled on foot. After an extensive search, the suspect was not located.",Houston,TX
1559,5/29/2016,1,F,Y,Mass shooting.,L,M,25,,,1,W,M,Houston Police Department,"Police responded to an active shooter scene where a suspect walked up to a car wash and shot the complainant in the head. The suspect then grabbed an assault rifle and began shooting indiscriminatley. Three bystanders, two men and a woman, were also wounded, as were two Harris County Precinct 5 constable's deputies. A SWAT officer ended the ordeal by shooting and killing the gunman.",Houston,TX
1560,6/7/2016,1,N,N,Officers off-duty.,B,M,47,,,1,B,M,Houston Police Department,"Extra job officers on viewed several males fighting each other at a club. While attempting to break up the fight, one male reached for his waistband. Fearing for the safety of others, the officer drew his weapon. The complainant was pushed, fell into the officer's pistol, and was accidentally shot. The victim is expected to survive.",Houston,TX
1561,7/9/2016,1,N,Y,No hits.,W,M,49,,,1,W,M,Houston Police Department,Officers responding to a criminal mischief call were fired upon as they approached the residence. One of the officers returned fire as they backed away from the residence to take positions of cover. The suspect eventually surrendered after several hours of negotiations and after the suspect fired several more times at the officers.,Houston,TX
1562,7/9/2016,1,F,Y,,B,M,38,,,2,L;L,M;M,Houston Police Department,The patrol officers on-viewed a suspect pointing a pistol directly at them. The officers stopped the patrol car and took cover behind the car doors while they attempted to get the suspect to disarm. The suspect ignored their commands and instead pointed his weapon toward the officers forcing them to shoot.,Houston,TX
1563,7/24/2016,1,N,N,"Victim armed with ""realistic BB gun.""",W,M,27,,,2,W;W,M;M,Houston Police Department,"Patrol officers were dispatched to a call regarding an armed suspect. Upon arriving at the location, the officers found and confronted the suspect who was seen to have a pistol in his waistband. The officers attempted to get the suspect to raise his hands away from the pistol but the suspect reached for the weapon and pointed it at the officers forcing them to shoot.",Houston,TX
1564,8/4/2016,1,N,Y,,L,M,34,,,1,L,M,Houston Police Department,The officers were chasing the robbery suspect on foot when the suspect fired a weapon at them. One of the officers returned fire but the suspect did not stop. The foot chase ended when a K9 officer was able to apprehend the suspect. Neither the officers nor the suspect was injured by gunfire.,Houston,TX
1565,9/26/2016,1,F,Y,,W,M,46,,,5,B;W;W;W;W,M;M;M;M;M,Houston Police Department,"The suspect, wearing military-style apparel, began randomly shooting at passersby in a neighborhood strip mall. One victim was critically wounded and another was seriously wounded. Multiple officers returned fire killing the suspect. No officers were injured.",Houston,TX
1566,10/13/2016,1,N,N,"Officer off-duty. Victim armed with ""physical force.""",B,M,21,,,1,W,M,Houston Police Department,"While off duty, an HPD officerâ€™s dog was bit by a loose German Shepherd. The officer knocked on the front door of the suspectâ€™s house to gather information about the dog. The suspect got verbally abusive and the officer called 911. The suspect exited his residence, rushed the officer, and punched the officer causing him injury and disorientation. In fear of his life, the officer fired multiple shots striking the suspect.",Houston,TX
1567,11/28/2016,1,N,Y,,L,M,22,,,1,L,M,Houston Police Department,"Suspect was arrested after discharging a firearm and taking cash from register inside a fast food restaurant and fleeing to an abandoned building. While officers were establishing a perimeter around the building, two officered bumped into each other causing one of their firearms to accidentally discharge resulting in a K-9 biting both of officers and one suffering a shrapnel wound. Suspect was bit by K-9.",Houston,TX
1568,12/5/2016,1,N,Y,,L,M,26,,,2,B;L,M;M,Houston Police Department,"Officers attempted to stop a speeding vehicle which failed to stop. The vehicle pulled into an apartment complex at which time the driver got out and ran on foot. The suspect was being chased by the officers when he fired a gun at them. The pursuing officers returned fire, striking the suspect multiple times.",Houston,TX
3283,1/10/2010,1,F,N,,W,M,18,Unknown,,1,B,M,San Antonio PD,,San Antonio,TX
3284,1/14/2010,1,F,N,,L,M,19,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3285,2/4/2010,1,F,N,,B,M,24,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3286,2/11/2010,1,N,N,,W,M,34,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3287,2/24/2010,1,N,N,,W,M,48,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3288,2/26/2010,1,N,N,,B,M,46,Unknown,,2,B; H,M; M,San Antonio PD,,San Antonio,TX
3289,3/8/2010,1,N,N,,L,M,18,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3290,3/9/2010,1,N,N,,L,M,29,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3291,4/21/2010,1,N,N,,L,M,32,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3292,4/24/2010,1,N,N,,U,U,Juvenile,Unknown,,2,W; H,M; M,San Antonio PD,,San Antonio,TX
3293,4/28/2010,1,F,N,,B,M,20,Unknown,,1,B,M,San Antonio PD,,San Antonio,TX
3294,5/3/2010,1,F,N,,L,M,26,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3295,6/17/2010,1,N,N,,L,M,19,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3296,6/20/2010,1,F,N,,L,M,54,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3297,7/7/2010,1,N,N,,L,M,20,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3298,7/20/2010,1,F,N,,L,M,31,Unknown,,2,H; H,M; M,San Antonio PD,,San Antonio,TX
3299,7/24/2010,1,N,N,,B,M,18,Unknown,,1,W,M,San Antonio PD,,San Antonio,TX
3300,10/29/2010,1,N,N,,U,U,U,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3301,11/11/2010,1,N,N,,B,M,29,Unknown,,4,H; H; W; H,M; M; M; M,San Antonio PD,,San Antonio,TX
3302,11/24/2010,1,N,N,,U,U,Juvenile,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3303,12/2/2010,1,F,N,,W,M,31,Unknown,,2,H; H,M; M,San Antonio PD,,San Antonio,TX
3304,2/1/2011,1,N,N,,U,U,U,Suspicious activity / patrol,,1,H,F,San Antonio PD,,San Antonio,TX
3305,2/3/2011,1,N,N,,U,U,U,Burglary / home invasion,,1,W,F,San Antonio PD,Off-duty,San Antonio,TX
3306,3/5/2011,1,N,Y,,L,M,19,Suspicious activity / patrol,,1,H,M,San Antonio PD,,San Antonio,TX
3307,3/20/2011,1,N,Y,,B,M,37,Robbery,,1,H,M,San Antonio PD,,San Antonio,TX
3308,4/4/2011,1,N,Y,,W,M,26,Domestic Disturbance,,2,H; H,M; M,San Antonio PD,,San Antonio,TX
3309,5/5/2011,1,N,Y,,U,U,U,Other,,1,W,M,San Antonio PD,,San Antonio,TX
3310,6/13/2011,1,N,N,Vehicle,W,M,31,Robbery,,1,H,M,San Antonio PD,,San Antonio,TX
3311,7/31/2011,1,N,Y,,W,M,40,Domestic Disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3312,8/19/2011,1,N,N,,W,M,33,Other,,1,W,M,San Antonio PD,,San Antonio,TX
3313,9/23/2011,1,N,N,,U,M,U,Stolen vehicle,,1,W,M,San Antonio PD,,San Antonio,TX
3314,3/15/2012,1,F,Y,,L,M,50,Mental crisis / suicide attempt,,1,W,M,San Antonio PD,,San Antonio,TX
3315,3/26/2012,1,N,Y,,W,M,21,Robbery,,1,W,M,San Antonio PD,,San Antonio,TX
3316,4/4/2012,1,F,N,KNife,W,M,52,Domestic Disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3317,4/4/2012,1,N,Y,,W,M,41,Suspicious activity / patrol,,1,H,M,San Antonio PD,,San Antonio,TX
3318,4/11/2012,1,F,Y,,L,M,41,Other,,1,W,M,San Antonio PD,,San Antonio,TX
3319,5/4/2012,1,F,N,Knife,L,M,24,Domestic Disturbance,,1,H,F,San Antonio PD,,San Antonio,TX
3320,6/9/2012,1,F,N,,W,M,26,Mental crisis / suicide attempt,,1,H,M,San Antonio PD,,San Antonio,TX
3321,7/27/2012,1,F,Y,,L,M,35,Shots fired / shooting,,1,H,M,San Antonio PD,Off-duty,San Antonio,TX
3322,9/14/2012,1,F,Y,,W,M,47,Weapons disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3323,2/22/2013,1,F,Y,,L,M,25,Traffic stop,,2,H; H,M; F,San Antonio PD,,San Antonio,TX
3324,3/4/2013,1,F,Y,,L,M,31,Assault,,1,W,M,San Antonio PD,,San Antonio,TX
3325,3/4/2013,1,N,Y,,W,M,19,Assault,,4,H; H; H; W,F; M; M; M,San Antonio PD,,San Antonio,TX
3326,6/17/2013,1,F,Y,,B,M,34,Weapons disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3327,6/28/2013,1,F,Y,,W,M,32,Other,,1,B,M,San Antonio PD,,San Antonio,TX
3328,7/16/2013,1,F,N,,B,M,19,Stolen vehicle,,1,B,F,San Antonio PD,,San Antonio,TX
3329,10/14/2013,1,N,Y,,L,M,34,Drug suspicion / drug warrant,,2,H; W,M; M,San Antonio PD,,San Antonio,TX
3330,11/10/2013,1,N,Y,,B,M,40,Unknown,,2,H; W,M; F,San Antonio PD,,San Antonio,TX
3331,11/13/2013,1,F,N,Knife,B,M,53,Domestic Disturbance,,1,W,M,San Antonio PD,,San Antonio,TX
3332,11/20/2013,1,F,Y,,W,M,46,Shots fired / shooting,,1,W,M,San Antonio PD,,San Antonio,TX
3333,11/21/2013,1,N,Y,,B,M,50,Weapons disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3334,12/16/2013,1,N,N,,U,U,U,Stolen vehicle,,1,W,F,San Antonio PD,,San Antonio,TX
3335,12/21/2013,1,N,Y,,L,M,37,Unknown,,1,H,M,San Antonio PD,,San Antonio,TX
3336,2/19/2014,1,N,N,Vehicle,L,U,18,Burglary / home invasion,,2,W; O,F; M,San Antonio PD,,San Antonio,TX
3337,2/28/2014,1,F,Y,,B,M,23,Other,,1,H,M,San Antonio PD,Off-duty,San Antonio,TX
3338,4/19/2014,1,N,Y,,L,M,31,Traffic stop,,1,W,M,San Antonio PD,,San Antonio,TX
3339,4/20/2014,1,F,Y,,B,M,31,Robbery,,1,H,M,San Antonio PD,,San Antonio,TX
3340,5/18/2014,1,F,N,Knife,W,F,44,Mental crisis / suicide attempt,,1,H,M,San Antonio PD,,San Antonio,TX
3341,6/19/2014,1,F,Y,,L,M,45,Weapons disturbance,,1,H,M,San Antonio PD,,San Antonio,TX
3342,7/13/2014,1,N,Y,,W,M,47,Domestic Disturbance,,2,W; H,M; F,San Antonio PD,,San Antonio,TX
3343,7/31/2014,1,F,Y,,W,M,50,Burglary / home invasion,,1,B,M,San Antonio PD,,San Antonio,TX
3344,8/25/2014,1,N,Y,,U,M,26,Drug suspicion / drug warrant,,1,W,M,San Antonio PD,,San Antonio,TX
3345,8/30/2014,1,N,N,Vehicle,U,M,32,Other,,1,B,M,San Antonio PD,,San Antonio,TX
3346,10/9/2014,1,N,N,,U,U,39,Mental crisis / suicide attempt,,1,W,M,San Antonio PD,,San Antonio,TX
3347,11/10/2014,1,N,Y,,U,M,35,Robbery,,1,H,M,San Antonio PD,,San Antonio,TX
3348,12/17/2014,1,F,N,,L,M,48,Fight / disorderly conduct,,1,H,F,San Antonio PD,,San Antonio,TX
3349,3/14/2015,1,F,Y,,L,M,29,Shots fired / shooting,,1,W,M,San Antonio PD,,San Antonio,TX
3350,4/3/2015,1,N,Y,,W,M,59,Drug suspicion / drug warrant,,4,H; B; H; W,M; M; M; M,San Antonio PD,,San Antonio,TX
3351,4/8/2015,1,F,Y,,W,M,60,Traffic stop,,1,H,M,San Antonio PD,,San Antonio,TX
3352,5/1/2015,1,N,N,Vehicle,U,U,23,Shots fired / shooting,,1,W,M,San Antonio PD,,San Antonio,TX
3353,6/23/2015,1,N,N,Vehicle,U,U,20,Fight / disorderly conduct,,1,H,F,San Antonio PD,,San Antonio,TX
3354,6/26/2015,1,F,Y,,L,M,28,Other,,1,W,M,San Antonio PD,,San Antonio,TX
3355,7/16/2015,1,N,N,,L,M,23,Other,,1,H,M,San Antonio PD,,San Antonio,TX
3356,7/27/2015,1,F,Y,,W,M,34,Mental crisis / suicide attempt,,1,H,M,San Antonio PD,,San Antonio,TX
3357,8/29/2015,1,F,N,,W,M,43,Burglary / home invasion,,1,B,M,San Antonio PD,,San Antonio,TX
3358,9/18/2015,1,N,Y,,B,M,22,Shots fired / shooting,,3,U; U; U,M; M; M,San Antonio PD,,San Antonio,TX
3359,10/12/2015,1,N,Y,,W,M,32,Other,,1,B,M,San Antonio PD,,San Antonio,TX
3360,10/28/2015,1,N,N,,L,M,32,Other,,1,B,M,San Antonio PD,,San Antonio,TX
3361,11/17/2015,1,N,Y,KSAT,W,M,23,Suspicious activity/Patrol as requested by homeowner,,,L,M,San Antonio Police Dept,,San Antonio,TX
3362,1/17/2016,1,F,Y,KENS 5,W,M,27,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Dept,,San Antonio,TX
3363,2/4/2016,1,F,U,San Antonio Express News,B,M,36,Execution of a warrant,,,W,M,San Antonio Police Dept,"Undercover detectives recieved information that a wanted felon was living at 10362 Sahara Dr # 2005. These detectives setup surveillance at the location. At approximately 1812 hours the deceased entered the parking lot driving a white Mercedes-Benz. The undercover detectives requested uniformed officers to the scene to assist in the apprehension of the deceased. The undercover detectives advised the uniformed officer's of the nature of the deceased's felony warrants. A uniformed officer in a marked patrol vehicle parked to the rear of the deceased's vehicle. The uniformed officer exited his patrol vehicle and gave verbal commands to the deceased to, ""show me your hands"". The deceased quickly exited his vehicle ignoring the officer's commands and spun his body around towards the officer. The decesaed raised his right hand pionting it at the uniformed officer. The officer observed a black colored object in teh deceased's right hand and feraing it was a handY fired one shot from his duty weapon. The object that was in the deceased's hand was later found to be a cellular phone, which was collected at theÂ scene. The deceased was struck once in the upper chest and died as a result of his injuries at the scene.",San Antonio,TX
3364,3/16/2016,1,F,Y,KSAT,L,M,32,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3365,5/5/2016,1,N,U,,L,M,32,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3366,5/26/2016,1,F,Y,My San Antonio,L,M,45,Execution of a warrant,,,L; L,M; M,San Antonio Police Department,,San Antonio,TX
3367,7/23/2016,1,F,Y,KSAT,L,M,34,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3368,9/10/2016,1,N,Y,My San Antonio,L,M,37,Execution of a warrant,,,W,M,San Antonio Police Department,,San Antonio,TX
3369,9/17/2016,1,N,Y,News 4 San Antonio,L,M,23,Stolen Vehicle/Aggravated Robbery Apprehension,,,L,M,San Antonio Police Department,,San Antonio,TX
3370,9/23/2016,1,F,Y,My San Antonio,L,M,30,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3371,10/8/2016,1,N,Y,Fox San Antonio,L,M,38,Suicide in progress,,,W,M,San Antonio Police Department,,San Antonio,TX
3372,10/24/2016,1,N,U,My San Antonio,L,M,58,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3373,10/27/2016,1,F,Y,My San Antonio,B,M,33,Emergency Call or Request for Assistance,,,L,M,San Antonio Police Department,,San Antonio,TX
3374,11/20/2016,1,F,U,,L,M,24,"Hostage, barricade, or other emergency situation",,,W,M,San Antonio Police Department,,San Antonio,TX
3764,5/30/2011,1,F,N,,B,,,"Suspicious activity / patrol, Vehicle",,1,W,M,Austin PD,,Austin,TX
3765,5/30/2011,1,F,N,,B,,,"Suspicious activity / patrol, Vehicle",,1,W,M,Austin PD,,Austin,TX
3766,4/6/2016,1,N,N,"Mental Health, SWAT Team, ""edged weapon""",W,,,Suicidal Subject,>/=1,1,W,M,Austin PD,"Subject called 911 and stated he had a gun and wanted officers to respond. Subject made several comments that he wanted to shoot police officers but did not want to harm himself or others. Subject was confronted in the roadway by SWAT officers, raised his arm while concealing an object in his hand, pointed it in the direction of the SWAT officers, and was given verbal commands to drop the item but failed to comply. A SWAT officer discharged his weapon striking the subject. Subject was taken into custody, found to be in possession of a edged weapon, and was transported to the hospital to be treated for the inflicted injury.",Austin,TX
3767,4/6/2016,1,N,N,"Mental Health, SWAT Team, ""edged weapon""",W,,,Suicidal Subject,>/=1,1,W,M,Austin PD,"Subject called 911 and stated he had a gun and wanted officers to respond. Subject made several comments that he wanted to shoot police officers but did not want to harm himself or others. Subject was confronted in the roadway by SWAT officers, raised his arm while concealing an object in his hand, pointed it in the direction of the SWAT officers, and was given verbal commands to drop the item but failed to comply. A SWAT officer discharged his weapon striking the subject. Subject was taken into custody, found to be in possession of a edged weapon, and was transported to the hospital to be treated for the inflicted injury.",Austin,TX
3768,9/5/2016,1,F,Y,"Attempt to use ""less lethal"" force, domestic dispute",L,,,Family Disturbance,>/=8,3,"W,W,W","M,M,M",Austin PD,Officers responded to a disturbance call at an apartment complex where a female stated that her ex boyfriend was at the location wanting his property and she did not want to let him inside. She indicated that he had told her in the past that he owns a gun and that if she called the police he would run at officers with a knife. Officer located the subject in the parking lot holding a rifle. The subject ignored officers' commands to drop his weapon and waved it at the officers. One officer attempted to incapacitate the subject with less lethal rounds but was unsuccessful. Subject was subsequently fired upon by two other officers. Subject was transported to the hospital where he was pronounced deceased.,Austin,TX
3769,9/5/2016,1,F,Y,"Attempt to use ""less lethal"" force, domestic dispute",L,,,Family Disturbance,>/=8,3,"W,W,W","M,M,M",Austin PD,Officers responded to a disturbance call at an apartment complex where a female stated that her ex boyfriend was at the location wanting his property and she did not want to let him inside. She indicated that he had told her in the past that he owns a gun and that if she called the police he would run at officers with a knife. Officer located the subject in the parking lot holding a rifle. The subject ignored officers' commands to drop his weapon and waved it at the officers. One officer attempted to incapacitate the subject with less lethal rounds but was unsuccessful. Subject was subsequently fired upon by two other officers. Subject was transported to the hospital where he was pronounced deceased.,Austin,TX
3945,5/26/2012,1,N,N,NO HITS,L,,,Traffic stop; warrant,1,1,B,F,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2012/OIS_2012_129379Z.pdf,Dallas,TX
3946,5/26/2012,1,N,N,NO HITS,L,,,Traffic stop; warrant,1,1,B,F,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2012/OIS_2012_129379Z.pdf,Dallas,TX
3947,3/7/2012,1,F,N,,L,,,Stolen car; weapons posession,30,3,W;W;W,M;M;M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2012/OIS_2012_56177Z.pdf,Dallas,TX
3948,3/7/2012,1,N,N,,L,,,Stolen car; weapons posession,30,3,W;W;W,M;M;M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2012/OIS_2012_56177Z.pdf,Dallas,TX
3949,11/15/2015,1,N,N,NO HITS,B,,,Shoplifting,1,1,B,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2015/OIS_2015_266130-2015.pdf,Dallas,TX
3950,11/15/2015,1,N,N,NO HITS,B,,,Shoplifting,1,1,B,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2015/OIS_2015_266130-2015.pdf,Dallas,TX
3981,2/8/2010,1,N,Y,No hits; officer off-duty,B,,,,,1,A,M,Houston Police Department,Officer saw the suspects committing a burglary. He was attempting to arrest them when one of the suspects shot the officer.,Houston,TX
